property_type,location,city,purpose,baths,bathroom,AreaType,AreaSize,AreaCategory,price,priceinrange,noofbedrooms,noofbaths
House,Gulberg,Lahore,For Sale,Five,Five,Kanal,1,1-5 Kanal,57500000,Between 5 to 10 crore,5,5
House,DHA Defence,Lahore,For Sale,Six,Five,Kanal,1,1-5 Kanal,57500000,Between 5 to 10 crore,5,6
House,DHA Defence,Lahore,For Sale,Six,Five,Kanal,1,1-5 Kanal,59000000,Between 5 to 10 crore,5,6
House,DHA Defence,Lahore,For Sale,Six,Five,Kanal,1,1-5 Kanal,59500000,Between 5 to 10 crore,5,6
House,Malir,Karachi,For Sale,Five,Five,Marla,14,10-15 Marla,59500000,Between 5 to 10 crore,5,5
House,Malir,Karachi,For Sale,Six,Five,Marla,14,10-15 Marla,59500000,Between 5 to 10 crore,5,6
House,DHA Defence,Lahore,For Sale,Six,Five,Kanal,1,1-5 Kanal,62500000,Between 5 to 10 crore,5,6
House,Cantt,Lahore,For Sale,Six,Five,Kanal,1,1-5 Kanal,65000000,Between 5 to 10 crore,5,6
House,Malir,Karachi,For Sale,Five,Five,Kanal,1,1-5 Kanal,67000000,Between 5 to 10 crore,5,5
House,Cantt,Karachi,For Sale,Six,Five,Kanal,1,1-5 Kanal,68000000,Between 5 to 10 crore,5,6
House,Malir,Karachi,For Sale,Five,Five,Kanal,1,1-5 Kanal,68500000,Between 5 to 10 crore,5,5
House,Cantt,Karachi,For Sale,Six,Five,Kanal,1,1-5 Kanal,70000000,Between 5 to 10 crore,5,6
House,DHA Defence,Lahore,For Sale,Seven,Five,Kanal,2,1-5 Kanal,70000000,Between 5 to 10 crore,5,7
House,Malir,Karachi,For Sale,Five,Five,Kanal,1,1-5 Kanal,71500000,Between 5 to 10 crore,5,5
House,Malir,Karachi,For Sale,Zero,Five,Kanal,1,1-5 Kanal,75000000,Between 5 to 10 crore,5,0
House,Cantt,Lahore,For Sale,Six,Five,Kanal,1.4,1-5 Kanal,75000000,Between 5 to 10 crore,5,6
House,DHA Defence,Karachi,For Sale,Five,Five,Kanal,1,1-5 Kanal,77500000,Between 5 to 10 crore,5,5
House,F-8,Islamabad,For Sale,Five,Five,Kanal,1,1-5 Kanal,80000000,Between 5 to 10 crore,5,5
House,Gulberg,Lahore,For Sale,Four,Five,Kanal,1.6,1-5 Kanal,80000000,Between 5 to 10 crore,5,4
House,Cavalry Ground,Lahore,For Sale,Six,Five,Kanal,2,1-5 Kanal,80000000,Between 5 to 10 crore,5,6
House,DHA Defence,Karachi,For Sale,Five,Five,Kanal,1,1-5 Kanal,85000000,Between 5 to 10 crore,5,5
House,DHA Defence,Karachi,For Sale,Six,Five,Kanal,1,1-5 Kanal,87000000,Between 5 to 10 crore,5,6
House,DHA Defence,Karachi,For Sale,Five,Five,Kanal,1,1-5 Kanal,89000000,Between 5 to 10 crore,5,5
House,DHA Defence,Karachi,For Sale,Six,Five,Kanal,1,1-5 Kanal,90000000,Between 5 to 10 crore,5,6
House,Gulberg,Lahore,For Sale,Five,Five,Kanal,1.2,1-5 Kanal,90000000,Between 5 to 10 crore,5,5
House,Navy Housing Scheme Karsaz,Karachi,For Sale,Six,Five,Marla,14,10-15 Marla,90000000,Between 5 to 10 crore,5,6
House,DHA Defence,Karachi,For Sale,Six,Five,Kanal,1.2,1-5 Kanal,91500000,Between 5 to 10 crore,5,6
House,Navy Housing Scheme Karsaz,Karachi,For Sale,Six,Five,Marla,14,10-15 Marla,92500000,Between 5 to 10 crore,5,6
House,Gulshan-e-Iqbal Town,Karachi,For Sale,Five,Five,Kanal,1.2,1-5 Kanal,95000000,Between 5 to 10 crore,5,5
House,Navy Housing Scheme Karsaz,Karachi,For Sale,Six,Five,Marla,14,10-15 Marla,97000000,Between 5 to 10 crore,5,6
House,Navy Housing Scheme Karsaz,Karachi,For Sale,Six,Five,Marla,14,10-15 Marla,98000000,Between 5 to 10 crore,5,6
House,Cantt,Karachi,For Sale,Six,Five,Kanal,1,1-5 Kanal,100000000,Between 5 to 10 crore,5,6
House,Cavalry Ground,Lahore,For Sale,Six,Five,Kanal,2,1-5 Kanal,100000000,Between 5 to 10 crore,5,6
House,F-6,Islamabad,For Sale,Five,Five,Marla,17.8,15-20 Marla,100000000,Between 5 to 10 crore,5,5
House,Falcon Complex Faisal,Karachi,For Sale,Five,Five,Kanal,1,1-5 Kanal,110000000,Above 10 crore,5,5
House,Falcon Complex Faisal,Karachi,For Sale,Zero,Five,Kanal,1,1-5 Kanal,115000000,Above 10 crore,5,0
House,Falcon Complex Faisal,Karachi,For Sale,Five,Five,Kanal,1,1-5 Kanal,119000000,Above 10 crore,5,5
House,Falcon Complex Faisal,Karachi,For Sale,Five,Five,Kanal,1,1-5 Kanal,120000000,Above 10 crore,5,5
House,Gulberg,Lahore,For Sale,Five,Five,Kanal,2,1-5 Kanal,120000000,Above 10 crore,5,5
House,DHA Defence,Karachi,For Sale,Five,Five,Kanal,1,1-5 Kanal,125000000,Above 10 crore,5,5
House,Model Town,Lahore,For Sale,Seven,Five,Kanal,2,1-5 Kanal,125000000,Above 10 crore,5,7
House,DHA Defence,Karachi,For Sale,Five,Five,Kanal,1,1-5 Kanal,130000000,Above 10 crore,5,5
House,DHA Defence,Lahore,For Sale,Six,Five,Kanal,2,1-5 Kanal,130000000,Above 10 crore,5,6
House,DHA Defence,Karachi,For Sale,Six,Five,Kanal,1,1-5 Kanal,135000000,Above 10 crore,5,6
House,Johar Town,Lahore,For Sale,Five,Five,Kanal,1,1-5 Kanal,137500000,Above 10 crore,5,5
House,Zamzama,Karachi,For Sale,Six,Five,Marla,14,10-15 Marla,150000000,Above 10 crore,5,6
House,Upper Mall,Lahore,For Sale,Six,Five,Kanal,1,1-5 Kanal,160000000,Above 10 crore,5,6
House,DHA Defence,Karachi,For Sale,Seven,Five,Kanal,2.2,1-5 Kanal,160000000,Above 10 crore,5,7
House,Gulberg,Lahore,For Sale,Seven,Five,Kanal,4.7,1-5 Kanal,180000000,Above 10 crore,5,7
House,Cantt,Lahore,For Sale,Six,Five,Kanal,1.6,1-5 Kanal,200000000,Above 10 crore,5,6
House,Gulberg,Lahore,For Sale,Seven,Five,Kanal,6,5-10 Kanal,330000000,Above 10 crore,5,7
House,Gulberg,Lahore,For Sale,Seven,Five,Kanal,10,5-10 Kanal,360000000,Above 10 crore,5,7
House,Ahmad Housing Society,Lahore,For Sale,Three,Six,Marla,3,0-5 Marla,3200000,Between 30 lakh to 50 lakh,6,3
House,Misryal Road,Rawalpindi,For Sale,Five,Six,Marla,6,5-10 Marla,3750000,Between 30 lakh to 50 lakh,6,5
House,Khanna Pul,Islamabad,For Sale,Zero,Six,Marla,3,0-5 Marla,5000000,Between 30 lakh to 50 lakh,6,0
House,Baldia Town,Karachi,For Sale,Five,Six,Marla,4.8,0-5 Marla,5000000,Between 30 lakh to 50 lakh,6,5
House,Chakri Road,Rawalpindi,For Sale,Five,Six,Marla,5,0-5 Marla,5000000,Between 30 lakh to 50 lakh,6,5
House,Kamahan Road,Lahore,For Sale,Four,Six,Marla,5,0-5 Marla,6000000,Between 50 lakh to 80 lakh,6,4
House,Gulbahar Scheme,Rawalpindi,For Sale,Eight,Six,Marla,5,0-5 Marla,6200000,Between 50 lakh to 80 lakh,6,8
House,Ravi Park,Lahore,For Sale,Four,Six,Marla,2,0-5 Marla,6800000,Between 50 lakh to 80 lakh,6,4
House,Jallo Park Road,Lahore,For Sale,Six,Six,Marla,7,5-10 Marla,7200000,Between 50 lakh to 80 lakh,6,6
House,Paradise Valley,Faisalabad,For Sale,Three,Six,Marla,5,0-5 Marla,8000000,Between 50 lakh to 80 lakh,6,3
House,Gulraiz Housing Scheme,Rawalpindi,For Sale,Five,Six,Marla,5,0-5 Marla,8500000,Between 80 lakh to 1 crore,6,5
House,Peshawar Road,Rawalpindi,For Sale,Six,Six,Marla,6,5-10 Marla,8500000,Between 80 lakh to 1 crore,6,6
House,Cantt,Lahore,For Sale,Five,Six,Marla,6,5-10 Marla,9000000,Between 80 lakh to 1 crore,6,5
House,Ferozepur Road,Lahore,For Sale,Five,Six,Marla,6,5-10 Marla,9000000,Between 80 lakh to 1 crore,6,5
House,Gulistan Colony,Rawalpindi,For Sale,Five,Six,Marla,7.6,5-10 Marla,9000000,Between 80 lakh to 1 crore,6,5
House,Federal B Area,Karachi,For Sale,Three,Six,Marla,4.8,0-5 Marla,10000000,Between 80 lakh to 1 crore,6,3
House,Gulshan-e-Usman Housing Society,Karachi,For Sale,Six,Six,Marla,5.7,5-10 Marla,10500000,Between 1 to 5 crore,6,6
House,Malir,Karachi,For Sale,Five,Six,Marla,4.8,0-5 Marla,11000000,Between 1 to 5 crore,6,5
House,Airport,Karachi,For Sale,Four,Six,Marla,4.8,0-5 Marla,12000000,Between 1 to 5 crore,6,4
House,Cantt,Lahore,For Sale,Six,Six,Marla,8,5-10 Marla,12000000,Between 1 to 5 crore,6,6
House,I-16,Islamabad,For Sale,Five,Six,Marla,8,5-10 Marla,12500000,Between 1 to 5 crore,6,5
House,Bahria Town Rawalpindi,Rawalpindi,For Sale,Five,Six,Marla,7,5-10 Marla,12600000,Between 1 to 5 crore,6,5
House,B-17,Islamabad,For Sale,Six,Six,Marla,7.3,5-10 Marla,13000000,Between 1 to 5 crore,6,6
House,E-14,Islamabad,For Sale,Five,Six,Marla,10,5-10 Marla,13000000,Between 1 to 5 crore,6,5
House,Manzoor Colony,Karachi,For Sale,Six,Six,Marla,4.8,0-5 Marla,13500000,Between 1 to 5 crore,6,6
House,New Lalazar,Rawalpindi,For Sale,Six,Six,Marla,12,10-15 Marla,13500000,Between 1 to 5 crore,6,6
House,Federal B Area,Karachi,For Sale,Three,Six,Marla,4.8,0-5 Marla,14000000,Between 1 to 5 crore,6,3
House,North Karachi,Karachi,For Sale,Six,Six,Marla,5,0-5 Marla,14000000,Between 1 to 5 crore,6,6
House,New Lalazar,Rawalpindi,For Sale,Six,Six,Marla,12,10-15 Marla,14000000,Between 1 to 5 crore,6,6
House,Nisar Colony,Faisalabad,For Sale,Five,Six,Marla,4,0-5 Marla,15000000,Between 1 to 5 crore,6,5
House,Gulistan-e-Jauhar,Karachi,For Sale,Five,Six,Marla,6,5-10 Marla,15000000,Between 1 to 5 crore,6,5
House,Bahria Nasheman,Lahore,For Sale,Four,Six,Marla,8,5-10 Marla,15000000,Between 1 to 5 crore,6,4
House,OPF Housing Scheme,Lahore,For Sale,Seven,Six,Marla,9,5-10 Marla,16000000,Between 1 to 5 crore,6,7
House,Bahria Town Rawalpindi,Rawalpindi,For Sale,Eight,Six,Marla,10,5-10 Marla,16000000,Between 1 to 5 crore,6,8
House,Gulistan-e-Jauhar,Karachi,For Sale,Six,Six,Marla,6.7,5-10 Marla,16500000,Between 1 to 5 crore,6,6
House,Military Accounts Housing Society,Lahore,For Sale,Seven,Six,Marla,8,5-10 Marla,16500000,Between 1 to 5 crore,6,7
House,Afshan Colony,Rawalpindi,For Sale,Six,Six,Marla,11,10-15 Marla,16900000,Between 1 to 5 crore,6,6
House,Punjab Govt Employees Society,Lahore,For Sale,Seven,Six,Marla,11,10-15 Marla,18000000,Between 1 to 5 crore,6,7
House,North Karachi,Karachi,For Sale,Eight,Six,Marla,4.8,0-5 Marla,19000000,Between 1 to 5 crore,6,8
House,Shalley Valley,Rawalpindi,For Sale,Six,Six,Marla,10,5-10 Marla,19900000,Between 1 to 5 crore,6,6
House,Airport Housing Society,Rawalpindi,For Sale,Six,Six,Kanal,1,1-5 Kanal,20000000,Between 1 to 5 crore,6,6
House,Wapda City,Faisalabad,For Sale,Eight,Six,Marla,10,5-10 Marla,20000000,Between 1 to 5 crore,6,8
House,Cavalry Ground,Lahore,For Sale,Six,Six,Marla,10,5-10 Marla,20000000,Between 1 to 5 crore,6,6
House,Soan Garden,Islamabad,For Sale,Five,Six,Marla,12,10-15 Marla,20000000,Between 1 to 5 crore,6,5
House,Scheme 33,Karachi,For Sale,Six,Six,Marla,9.6,5-10 Marla,21000000,Between 1 to 5 crore,6,6
House,Allama Iqbal Town,Lahore,For Sale,Five,Six,Marla,11,10-15 Marla,21000000,Between 1 to 5 crore,6,5
House,E-11,Islamabad,For Sale,Seven,Six,Marla,6,5-10 Marla,21500000,Between 1 to 5 crore,6,7
House,DHA Defence,Islamabad,For Sale,Five,Six,Marla,10,5-10 Marla,21900000,Between 1 to 5 crore,6,5
House,DHA Defence,Islamabad,For Sale,Four,Six,Marla,10,5-10 Marla,22000000,Between 1 to 5 crore,6,4
House,Bahria Town Rawalpindi,Rawalpindi,For Sale,Six,Six,Marla,10,5-10 Marla,23000000,Between 1 to 5 crore,6,6
House,Askari 11,Rawalpindi,For Sale,Five,Six,Marla,10,5-10 Marla,25000000,Between 1 to 5 crore,6,5
House,Affandi Colony,Rawalpindi,For Sale,Seven,Six,Marla,13,10-15 Marla,25000000,Between 1 to 5 crore,6,7
House,Bahria Town,Lahore,For Sale,Seven,Six,Marla,10,5-10 Marla,25500000,Between 1 to 5 crore,6,7
House,Simly Dam Road,Islamabad,For Sale,Zero,Six,Kanal,1.2,1-5 Kanal,26000000,Between 1 to 5 crore,6,0
House,Punjab Govt Employees Society,Lahore,For Sale,Seven,Six,Kanal,1,1-5 Kanal,26500000,Between 1 to 5 crore,6,7
House,B-17,Islamabad,For Sale,Six,Six,Kanal,1,1-5 Kanal,26900000,Between 1 to 5 crore,6,6
House,Chaklala Scheme,Rawalpindi,For Sale,Seven,Six,Marla,13,10-15 Marla,27500000,Between 1 to 5 crore,6,7
House,Valencia Housing Society,Lahore,For Sale,Seven,Six,Kanal,1,1-5 Kanal,28500000,Between 1 to 5 crore,6,7
House,Nasheman-e-Iqbal,Lahore,For Sale,Six,Six,Kanal,1,1-5 Kanal,29000000,Between 1 to 5 crore,6,6
House,Satellite Town,Rawalpindi,For Sale,Six,Six,Marla,7,5-10 Marla,30000000,Between 1 to 5 crore,6,6
House,Bahria Town,Islamabad,For Sale,Seven,Six,Marla,10,5-10 Marla,30000000,Between 1 to 5 crore,6,7
House,EME Society,Lahore,For Sale,Zero,Six,Kanal,1,1-5 Kanal,31500000,Between 1 to 5 crore,6,0
House,Bahria Town Rawalpindi,Rawalpindi,For Sale,Eight,Six,Kanal,1,1-5 Kanal,32500000,Between 1 to 5 crore,6,8
House,Gulistan-e-Jauhar,Karachi,For Sale,Six,Six,Marla,9.6,5-10 Marla,32500000,Between 1 to 5 crore,6,6
House,Chaklala Scheme,Rawalpindi,For Sale,Six,Six,Kanal,1,1-5 Kanal,33000000,Between 1 to 5 crore,6,6
House,Lake City,Lahore,For Sale,Six,Six,Kanal,1,1-5 Kanal,35000000,Between 1 to 5 crore,6,6
House,Satellite Town,Rawalpindi,For Sale,Six,Six,Marla,6,5-10 Marla,35000000,Between 1 to 5 crore,6,6
House,Gulberg Town,Karachi,For Sale,Six,Six,Marla,9.6,5-10 Marla,35000000,Between 1 to 5 crore,6,6
House,G-13,Islamabad,For Sale,Six,Six,Marla,10.9,10-15 Marla,35000000,Between 1 to 5 crore,6,6
House,Westridge,Rawalpindi,For Sale,Six,Six,Marla,11,10-15 Marla,35000000,Between 1 to 5 crore,6,6
House,Gulistan-e-Jauhar,Karachi,For Sale,Eight,Six,Marla,16,15-20 Marla,35000000,Between 1 to 5 crore,6,8
House,Bahria Town,Islamabad,For Sale,Seven,Six,Kanal,1,1-5 Kanal,36500000,Between 1 to 5 crore,6,7
House,Bahria Town Rawalpindi,Rawalpindi,For Sale,Eight,Six,Kanal,1,1-5 Kanal,37000000,Between 1 to 5 crore,6,8
House,Bahria Town Rawalpindi,Rawalpindi,For Sale,Seven,Six,Kanal,1,1-5 Kanal,37000000,Between 1 to 5 crore,6,7
House,Bedian Road,Lahore,For Sale,Eight,Six,Kanal,1,1-5 Kanal,37500000,Between 1 to 5 crore,6,8
House,DHA Defence,Lahore,For Sale,Seven,Six,Kanal,1,1-5 Kanal,37500000,Between 1 to 5 crore,6,7
House,Bahria Town Rawalpindi,Rawalpindi,For Sale,Six,Six,Kanal,1,1-5 Kanal,37500000,Between 1 to 5 crore,6,6
House,West Wood Housing Society,Lahore,For Sale,Six,Six,Kanal,1,1-5 Kanal,37500000,Between 1 to 5 crore,6,6
House,G-9,Islamabad,For Sale,Six,Six,Marla,14.2,10-15 Marla,37900000,Between 1 to 5 crore,6,6
House,Bahria Town Rawalpindi,Rawalpindi,For Sale,Seven,Six,Kanal,1,1-5 Kanal,38000000,Between 1 to 5 crore,6,7
House,Askari,Lahore,For Sale,Seven,Six,Kanal,1,1-5 Kanal,39000000,Between 1 to 5 crore,6,7
House,Bahria Town Rawalpindi,Rawalpindi,For Sale,Seven,Six,Kanal,1,1-5 Kanal,39500000,Between 1 to 5 crore,6,7
House,Gulberg,Lahore,For Sale,Six,Six,Marla,10,5-10 Marla,39500000,Between 1 to 5 crore,6,6
House,Bahria Town,Islamabad,For Sale,Seven,Six,Kanal,1,1-5 Kanal,40000000,Between 1 to 5 crore,6,7
House,EME Society,Lahore,For Sale,Seven,Six,Kanal,1,1-5 Kanal,40000000,Between 1 to 5 crore,6,7
House,PWD Housing Scheme,Islamabad,For Sale,Six,Six,Kanal,1,1-5 Kanal,40000000,Between 1 to 5 crore,6,6
House,Izmir Town,Lahore,For Sale,Zero,Six,Kanal,1.6,1-5 Kanal,40000000,Between 1 to 5 crore,6,0
House,Chaman Park,Lahore,For Sale,Three,Six,Marla,11,10-15 Marla,40000000,Between 1 to 5 crore,6,3
House,G-11,Islamabad,For Sale,Six,Six,Marla,14.2,10-15 Marla,41000000,Between 1 to 5 crore,6,6
House,Bahria Town,Islamabad,For Sale,Seven,Six,Kanal,1,1-5 Kanal,42000000,Between 1 to 5 crore,6,7
House,Bahria Town Rawalpindi,Rawalpindi,For Sale,Seven,Six,Kanal,1,1-5 Kanal,42000000,Between 1 to 5 crore,6,7
House,Bahria Town Rawalpindi,Rawalpindi,For Sale,Seven,Six,Kanal,1,1-5 Kanal,42500000,Between 1 to 5 crore,6,7
House,Bahria Town,Islamabad,For Sale,Eight,Six,Kanal,1,1-5 Kanal,43000000,Between 1 to 5 crore,6,8
House,Bahria Town Rawalpindi,Rawalpindi,For Sale,Eight,Six,Kanal,1,1-5 Kanal,43000000,Between 1 to 5 crore,6,8
House,Bahria Town,Islamabad,For Sale,Seven,Six,Kanal,1,1-5 Kanal,43000000,Between 1 to 5 crore,6,7
House,Bahria Town Rawalpindi,Rawalpindi,For Sale,Zero,Six,Kanal,1,1-5 Kanal,44000000,Between 1 to 5 crore,6,0
House,DHA Defence,Lahore,For Sale,Eight,Six,Kanal,1,1-5 Kanal,45000000,Between 1 to 5 crore,6,8
House,Bahria Town Rawalpindi,Rawalpindi,For Sale,Seven,Six,Kanal,1,1-5 Kanal,45000000,Between 1 to 5 crore,6,7
House,Dhok Kashmirian,Rawalpindi,For Sale,Six,Six,Marla,11.7,10-15 Marla,45000000,Between 1 to 5 crore,6,6
House,Gulistan-e-Jauhar,Karachi,For Sale,Seven,Six,Marla,16,15-20 Marla,45000000,Between 1 to 5 crore,6,7
House,DHA Defence,Lahore,For Sale,Six,Six,Kanal,1,1-5 Kanal,50000000,Between 1 to 5 crore,6,6
House,Bahria Town Rawalpindi,Rawalpindi,For Sale,Nine,Six,Kanal,1.2,1-5 Kanal,50000000,Between 1 to 5 crore,6,9
House,Bani Gala,Islamabad,For Sale,Nine,Six,Kanal,1.3,1-5 Kanal,50000000,Between 1 to 5 crore,6,9
House,Agrics Town,Lahore,For Sale,Seven,Six,Marla,18,15-20 Marla,50000000,Between 1 to 5 crore,6,7
House,Bahria Town Rawalpindi,Rawalpindi,For Sale,Eight,Six,Kanal,1,1-5 Kanal,51500000,Between 5 to 10 crore,6,8
House,E-11,Islamabad,For Sale,Six,Six,Marla,16,15-20 Marla,52000000,Between 5 to 10 crore,6,6
House,Chaklala Scheme,Rawalpindi,For Sale,Six,Six,Kanal,1,1-5 Kanal,52500000,Between 5 to 10 crore,6,6
House,Gulshan-e-Iqbal Town,Karachi,For Sale,Six,Six,Marla,16,15-20 Marla,52500000,Between 5 to 10 crore,6,6
House,EME Society,Lahore,For Sale,Six,Six,Kanal,1.6,1-5 Kanal,55000000,Between 5 to 10 crore,6,6
House,G-11,Islamabad,For Sale,Seven,Six,Marla,14,10-15 Marla,55000000,Between 5 to 10 crore,6,7
House,DHA Defence,Lahore,For Sale,Seven,Six,Kanal,1,1-5 Kanal,57500000,Between 5 to 10 crore,6,7
House,I-8,Islamabad,For Sale,Six,Six,Kanal,1,1-5 Kanal,58000000,Between 5 to 10 crore,6,6
House,DHA Defence,Lahore,For Sale,Seven,Six,Kanal,1,1-5 Kanal,59800000,Between 5 to 10 crore,6,7
House,Satiana Road,Faisalabad,For Sale,Six,Six,Kanal,1.6,1-5 Kanal,60000000,Between 5 to 10 crore,6,6
House,Township,Lahore,For Sale,Six,Six,Kanal,2,1-5 Kanal,60000000,Between 5 to 10 crore,6,6
House,G-11,Islamabad,For Sale,Six,Six,Kanal,1,1-5 Kanal,65000000,Between 5 to 10 crore,6,6
House,DHA Defence,Lahore,For Sale,Six,Six,Kanal,2,1-5 Kanal,66000000,Between 5 to 10 crore,6,6
House,DHA Defence,Lahore,For Sale,Seven,Six,Kanal,1,1-5 Kanal,67800000,Between 5 to 10 crore,6,7
House,Cantt,Karachi,For Sale,Six,Six,Kanal,1.1,1-5 Kanal,70000000,Between 5 to 10 crore,6,6
House,Township,Lahore,For Sale,Four,Six,Kanal,2,1-5 Kanal,70000000,Between 5 to 10 crore,6,4
House,DHA Defence,Lahore,For Sale,Seven,Six,Kanal,2,1-5 Kanal,70000000,Between 5 to 10 crore,6,7
House,Bahria Town,Islamabad,For Sale,Seven,Six,Kanal,2,1-5 Kanal,72500000,Between 5 to 10 crore,6,7
House,DHA Defence,Karachi,For Sale,Zero,Six,Kanal,1.2,1-5 Kanal,75000000,Between 5 to 10 crore,6,0
House,F-10,Islamabad,For Sale,Six,Six,Kanal,1,1-5 Kanal,80000000,Between 5 to 10 crore,6,6
House,F-11,Islamabad,For Sale,Six,Six,Kanal,1,1-5 Kanal,83000000,Between 5 to 10 crore,6,6
House,F-10,Islamabad,For Sale,Six,Six,Kanal,1,1-5 Kanal,85000000,Between 5 to 10 crore,6,6
House,F-11,Islamabad,For Sale,Six,Six,Kanal,1,1-5 Kanal,85000000,Between 5 to 10 crore,6,6
House,Gulshan-e-Iqbal Town,Karachi,For Sale,Six,Six,Kanal,1,1-5 Kanal,85000000,Between 5 to 10 crore,6,6
House,DHA Defence,Karachi,For Sale,Zero,Six,Kanal,1,1-5 Kanal,85000000,Between 5 to 10 crore,6,0
House,Cantt,Karachi,For Sale,Six,Six,Kanal,1.1,1-5 Kanal,85000000,Between 5 to 10 crore,6,6
House,F-10,Islamabad,For Sale,Seven,Six,Kanal,1.3,1-5 Kanal,85000000,Between 5 to 10 crore,6,7
House,Gulshan-e-Iqbal Town,Karachi,For Sale,Eight,Six,Kanal,1.2,1-5 Kanal,90000000,Between 5 to 10 crore,6,8
House,Gulshan-e-Iqbal Town,Karachi,For Sale,Nine,Six,Kanal,1.8,1-5 Kanal,95000000,Between 5 to 10 crore,6,9
House,DHA Defence,Karachi,For Sale,Six,Six,Kanal,1,1-5 Kanal,102500000,Above 10 crore,6,6
House,Navy Housing Scheme Karsaz,Karachi,For Sale,Six,Six,Marla,14,10-15 Marla,105000000,Above 10 crore,6,6
House,DHA Defence,Karachi,For Sale,Six,Six,Kanal,1,1-5 Kanal,110000000,Above 10 crore,6,6
House,Gulshan-e-Iqbal Town,Karachi,For Sale,Six,Six,Kanal,1.5,1-5 Kanal,110000000,Above 10 crore,6,6
House,DHA Defence,Lahore,For Sale,Eight,Six,Kanal,2,1-5 Kanal,110000000,Above 10 crore,6,8
House,DHA Defence,Lahore,For Sale,Seven,Six,Kanal,2,1-5 Kanal,110000000,Above 10 crore,6,7
House,DHA Defence,Lahore,For Sale,Six,Six,Kanal,2,1-5 Kanal,110000000,Above 10 crore,6,6
House,Navy Housing Scheme Karsaz,Karachi,For Sale,Six,Six,Kanal,17.5,15-20 Kanal,110000000,Above 10 crore,6,6
House,DHA Defence,Karachi,For Sale,Seven,Six,Kanal,1,1-5 Kanal,115000000,Above 10 crore,6,7
House,Gulshan-e-Iqbal Town,Karachi,For Sale,Six,Six,Kanal,1.2,1-5 Kanal,120000000,Above 10 crore,6,6
House,DHA Defence,Karachi,For Sale,Six,Six,Kanal,2,1-5 Kanal,120000000,Above 10 crore,6,6
House,Gulshan-e-Iqbal Town,Karachi,For Sale,Seven,Six,Marla,16,15-20 Marla,120000000,Above 10 crore,6,7
House,DHA Defence,Karachi,For Sale,Seven,Six,Kanal,1,1-5 Kanal,125000000,Above 10 crore,6,7
House,DHA Defence,Karachi,For Sale,Six,Six,Kanal,1,1-5 Kanal,130000000,Above 10 crore,6,6
House,DHA Defence,Karachi,For Sale,Seven,Six,Kanal,1,1-5 Kanal,135000000,Above 10 crore,6,7
House,DHA Defence,Karachi,For Sale,Six,Six,Kanal,1.3,1-5 Kanal,145000000,Above 10 crore,6,6
House,DHA Defence,Karachi,For Sale,Seven,Six,Kanal,1,1-5 Kanal,150000000,Above 10 crore,6,7
House,DHA Defence,Karachi,For Sale,Six,Six,Kanal,2,1-5 Kanal,150000000,Above 10 crore,6,6
House,F-8,Islamabad,For Sale,Six,Six,Kanal,2,1-5 Kanal,165000000,Above 10 crore,6,6
House,DHA Defence,Karachi,For Sale,Seven,Six,Kanal,2,1-5 Kanal,170000000,Above 10 crore,6,7
House,E-11,Islamabad,For Sale,Six,Six,Kanal,2.1,1-5 Kanal,170000000,Above 10 crore,6,6
House,F-7,Islamabad,For Sale,Six,Six,Kanal,2.1,1-5 Kanal,170000000,Above 10 crore,6,6
House,Navy Housing Scheme Karsaz,Karachi,For Sale,Eight,Six,Kanal,1,1-5 Kanal,172500000,Above 10 crore,6,8
House,Gulshan-e-Iqbal Town,Karachi,For Sale,Seven,Six,Kanal,1.2,1-5 Kanal,222500000,Above 10 crore,6,7
House,DHA Defence,Karachi,For Sale,Seven,Six,Kanal,2,1-5 Kanal,300000000,Above 10 crore,6,7
House,Gulberg,Lahore,For Sale,Five,Six,Kanal,6,5-10 Kanal,350000000,Above 10 crore,6,5
House,Cantt,Karachi,For Sale,Seven,Six,Kanal,4,1-5 Kanal,450000000,Above 10 crore,6,7
House,Malir,Karachi,For Sale,Three,Seven,Marla,3.2,0-5 Marla,4000000,Between 30 lakh to 50 lakh,7,3
House,Gadap Town,Karachi,For Sale,Three,Seven,Marla,5.1,5-10 Marla,6000000,Between 50 lakh to 80 lakh,7,3
House,Ichhra,Lahore,For Sale,Five,Seven,Marla,7,5-10 Marla,12000000,Between 1 to 5 crore,7,5
House,Bahria Town Rawalpindi,Rawalpindi,For Sale,Seven,Seven,Marla,8,5-10 Marla,17000000,Between 1 to 5 crore,7,7
House,Allama Iqbal Town,Lahore,For Sale,Seven,Seven,Marla,10,5-10 Marla,21000000,Between 1 to 5 crore,7,7
House,Ghauri Town,Islamabad,For Sale,Seven,Seven,Marla,10,5-10 Marla,21000000,Between 1 to 5 crore,7,7
House,Satellite Town,Rawalpindi,For Sale,Seven,Seven,Marla,7,5-10 Marla,26500000,Between 1 to 5 crore,7,7
House,Shadbagh,Lahore,For Sale,Six,Seven,Marla,10.8,10-15 Marla,27000000,Between 1 to 5 crore,7,6
House,Malir,Karachi,For Sale,Seven,Seven,Marla,9.6,5-10 Marla,27500000,Between 1 to 5 crore,7,7
House,Canal View,Lahore,For Sale,Ten,Seven,Kanal,1,1-5 Kanal,32500000,Between 1 to 5 crore,7,10
House,Korang Town,Islamabad,For Sale,Nine,Seven,Marla,12,10-15 Marla,32500000,Between 1 to 5 crore,7,9
